AR0001*	U+09FC4[U]
KS032490*	~IA1085
KS032500	U+209E3
KS032510	U+209E4
KS032520	U+209E5
KS032530*	~JD0352
KS032540	U+209E9
KS032550	U+209EA
KS032560	U+209EB
KS032570	U+20B49
KS032580	U+209F2
KS032590	U+209F0
KS032600	U+209F3
KS032610	U+209F4
KS032620	U+209F7
KS032630	U+209F5
KS032640	U+209F6
KS032650	U+209F9
KS032660*	~IP5368
KS032670	U+209FA
KS032680	U+209FB
KS032690	U+209FC
KS032700	U+209FD
KS032710	U+209FF
KS032720	U+20A00
KS032730	U+20A01
KS032740	U+20A02
KS032750	U+20A05
KS032760	U+20A06
KS032770	U+20A07
KS032780	U+20A08
KS032790	U+20A0A
KS032800	U+20A0B
KS032810	U+20A0C
KS032820*	~JA5039
KS032830*	~IA0159
KS032840*	~IP536A
KS032850	U+0353F
KS032860	U+2007E
KS032870S
KS032880*	~JD0353
KS032890	U+20A10
KS032900	U+20A0D
KS032910	U+20A0E
KS032920
KS032930
KS032940*	~JB2031
KS032950*	~JA5040S
KS032960*	~JA1712
KS032970	U+0536F
KS032980*	~JA1685
KS032990*	~JTAE75
KS033000	U+20A12
KS033010	U+20A14
KS033020	U+20A15
KS033030	U+20A16
KS033040*	~JA2077
KS033050
KS033060*	~JB2032
KS033070*	~JA3408
KS033080*	~JA2149
KS033090*	~JA4581
KS033100	U+20A18
KS033110*	~IP5376
KS033120*	~JA5043S
KS033130*	~JB2033
KS033140*	~IA1087
KS033150*	~JD0354
KS033160	U+05373[19]
KS033170	U+20A13
KS033180*	~JA1823
KS033190
KS033200*	~JA5042
KS033210*	~IP537C
KS033220	U+20A1C
KS033230	U+20A19
KS033240	U+20A1A
KS033250*	~JC1481
KS033260*	~JTAE7B
KS033270	U+20A1E
KS033280*	~JA1823
KS033290	U+20A1B
KS033300*	~JTAE7A
KS033310	U+20A1D
KS033320*	~JA2210
KS033330	U+21596
KS033340*	~JB2034
KS033350	U+0537F
KS033360	U+0537F[22]
KS033370	U+23A43
KS033380*	~JTAE7E
KS033390	U+20A1F
KS033400	U+20A20
KS033410*	~FT1778
KS033420*	~IP5380
KS033430	U+20A22
KS033440	U+20A24
KS033450	U+20A23
KS033460
KS033470	U+20A25
KS033480	U+20A26
KS033490
KS033500	U+20A27
KS033510*	~JA5044
KS033520	U+20A2C
KS033530*	~JB2035
KS033540*	~JA4481
KS033550	U+20A2D
KS033560*	~JB2036
KS033570*	~JB2037
KS033580	U+20A2E
KS033590	U+20A2F
KS033600	U+20A30
KS033610	U+20A31
KS033620	U+20A32
KS033630*	~IP5389
KS033640	U+22034
KS033650*	~IA1088
KS033660	U+20A34
KS033670*	~IA0160
KS033680	U+20A35
KS033690	U+20A36
KS033700	U+20A37
KS033710	U+20A38
KS033720	U+20A39
KS033730	U+20A3A
KS033740*	~IA1089
KS033750	U+20A3B
KS033760	U+20A3E
KS033770*	~IP538AS
KS033780	U+20A40
KS033790*	~JB2038
KS033800*	~IP538F
KS033810*	~IA1091
KS033820*	~IA1092
KS033830	U+20A41
KS033840	U+20A42
KS033850	U+20A48
KS033860	U+20A46
KS033870	U+20A49
KS033880	U+253A6
KS033890*	~IA1090
KS033900*	~IP5392
KS033910*	~JC1482
KS033920*	~IA1093
KS033930	U+20A4A
KS033940*	~JB2040
KS033950	U+20A4B
KS033960*	~IA1094
KS033970	U+20A4D
KS033980	U+20A4E
KS033990	U+20A4F
KS034000	U+20A54
KS034010	U+20A56
KS034020	U+20A4C
KS034030	U+20A57
KS034040*	~JA5045
KS034050*	~IP5397
KS034060	U+20A58
KS034070	U+20A59
KS034080*	~JA4650
KS034090*	~IA1101
KS034100*	~JB2041
KS034110*	~JA2492
KS034120	U+20A5E
KS034130	U+20A5B
KS034140	U+20A5C
KS034150	U+20A5D
KS034160	U+20A5F
KS034170	U+20A60
KS034180	U+20A65
KS034190	U+20A66
KS034200*	~IB0628
KS034210*	~JTAE85S
KS034220*	~IP539C
KS034230*	~JC1483
KS034240*	~IA1102
KS034250	U+20A67
KS034260	U+20A68
KS034270*	~IA1103
KS034280	U+20A69
KS034290	U+20A6B
KS034300	U+20A6C
KS034310*	~IP539ES
KS034320	U+20A6D
KS034330*	~JA2422
KS034340	U+20A6E
KS034350	U+20A6F
KS034360	U+20A70
KS034370	U+20A71
KS034380	U+20A77
KS034390	U+20A6A
KS034400*	~JTC064
KS034410*	~IB0627S
KS034420*	~IA1104
KS034430S
KS034440
KS034450
KS034460	U+20A78
KS034470*	~JA5046
KS034480*	~JB2043
KS034490	U+20A7A
KS034500	U+20A7B
KS034510	U+20A7C
KS034520	U+20A7D
KS034530	U+20A86
KS034540	U+20A7F
KS034550	U+20A82
KS034560	U+20A84
KS034570	U+20A79
KS034580
KS034590
KS034600
KS034610*	~JA5047
KS034620*	~JD0355
KS034630*	~JA5048
KS034640	U+20A88
KS034650*	~IA1105
KS034660	U+20A89
KS034670*	~IP53A7
KS034680	U+20A8A
KS034690	U+20A8B
KS034700	U+20A8C
KS034710	U+20A8D
KS034720	U+20A90
KS034730	U+20A8F
KS034740*	~JA3163
KS034750*	~JA1725
KS034760*	~FT1604
KS034770	U+20A87
KS034780
KS034790	U+053A9[26]
KS034800*	~JB2045
KS034810*	~JB2046
KS034820	U+20A91
KS034830	U+20A92
KS034840	U+20A93
KS034850	U+20A94
KS034860	U+20A97
KS034870	U+20A98
KS034880*	~JB2047
KS034890	U+053A9[25]
KS034900	U+20A99
KS034910	U+20A9A
KS034920*	~IP53AC
KS034930	U+20A9B
KS034940	U+20A9C
KS034950*	~IA1107
KS034960*	~JA1762
KS034970*	~JA5049
KS034980	U+20A9D
KS034990	U+20A9E
KS035000	U+20A9F
KS035010	U+20AAB
KS035020	U+20AA7
KS035030	U+20AA3
KS035040*	~IA1108
KS035050*	~JA5050
KS035060	U+20AAA
KS035070	U+20AA5
KS035080	U+20AA6
KS035090*	~FT1758
KS035100	U+20AA8
KS035110*	~IB1513
KS035120	U+20AAD
KS035130	U+20AAE
KS035140*	~IP53B1
KS035150	U+053B2[19]
KS035160	U+20AAF
KS035170	U+20AB0
KS035180	U+20AB7
KS035190	U+20AB6
KS035200	U+2A818
KS035210	U+20AB3
KS035220	U+20ABA
KS035230	U+20ABB
KS035240	U+20ABC
KS035250	U+03553
KS035260*	~JA2423
KS035270	U+20AC3
KS035280	U+20AC4
KS035290*	~JD0356
KS035300	U+20AC9
KS035310	U+20ACC
KS035320	U+20ACE
KS035330	U+20AD0
KS035340*	~JB2050
KS035350*	~JA5051
KS035360	U+20AD3[19]
KS035370	U+20AD4
KS035380*	~IB1309
KS035390	U+20AD6
KS035400*	~JD0358
KS035410*	~IA1109
KS035420*	~JB2052
KS035430*	~IP53B9
KS035440	U+20AD7
KS035450	U+2062F
KS035460	U+20AD8
KS035470*	~JD0357
KS035480
KS035490
KS035500*	~JB2053
KS035510*	~JA2178
KS035520	U+20AD9
KS035530	U+20ADB
KS035540	U+20ADC
KS035550	U+20ADE
KS035560*	~JB2054
KS035570	U+20ADF
KS035580	U+20AE0
KS035590	U+20AE5
KS035600	U+20AE3
KS035610*	~IP53BE
KS035620	U+21FEE
KS035630	U+20AE4
KS035640
KS035650
KS035660	U+20AE6
KS035670	U+2128F
KS035680
KS035690*	~JD0359
KS035700	U+20AE9
KS035710	U+20AEA
KS035720	U+20AEB
KS035730	U+20AEC
KS035740	U+20AEF
KS035750*	~IP53C1
KS035760*	~JA2718
KS035770	U+20AED
KS035780	U+20AF0
KS035790	U+20AF1
KS035800	U+20AF6
KS035810S	U+20AF5
KS035820	U+20AF9
KS035830	U+20AFA
KS035840*	~IA1110
KS035850
KS035860S
KS035870*	~IA1111
KS035880*	~JA5052
KS035890*	~IP53C4
KS035900
KS035910*	~JB2056
KS035920	U+20AFF
KS035930	U+20B00
KS035940	U+20B01
KS035950	U+20B02
KS035960	U+20B06
KS035970	U+20B07
KS035980	U+20B08
KS035990	U+20B0B
KS036000S	JK-65057
KS036010
KS036020	U+20B0E
KS036030	U+20532
KS036040	U+20B11
KS036050	U+0366F
KS036060*	~IA1112
KS036070	U+20B13
KS036080	U+23728
KS036090*	~JA4384
KS036100*	~FT2032
KS036110*	~IA0162
KS036120*	~JTAE9B
KS036130*	~JA2158
KS036140*	~JA4507
KS036150	U+20B1A
KS036160	U+20B1B
KS036170	U+20B1C
KS036180*	~JD0360
KS036190*	~JA3348
KS036200	U+20B1E
KS036210*	~JA4031
KS036220	U+20B1F
KS036230*	~JA2893
KS036240*	~JTAE9C
KS036250
KS036260*	~JA2893
KS036270*	~JB2057
KS036280	U+20B21
KS036290*	~IP53D0
KS036300	U+20B23
KS036310	U+20B25
KS036320	U+20B26
KS036330	U+20B27
KS036340	U+20B28
KS036350*	~IB0629
KS036360	U+20B22
KS036370	U+20B29
KS036380*	~JB2058
KS036390*	~IA0164
KS036400	U+20B2A
KS036410	U+20B2B
KS036420	U+20B2C
KS036430	U+20B2D
KS036440	U+20B2E
KS036450	U+20B2F
KS036460S
KS036470*	~JB2059
KS036480	U+20B31
KS036490	U+20B32
KS036500	U+20B33
KS036510	U+053DF[21]
KS036520*	~JD0361
KS036530	U+20B38
KS036540	U+20B39
KS036550	U+20B3A
KS036560*	~JA2939
KS036570	U+20B3B
KS036580*	~JD0362
KS036590*	~JD0363
KS036600*	~JA2872
KS036610*	~JA2885
KS036620	U+20B3E
KS036630	U+20B3C
KS036640	U+053D4
KS036650
KS036660
KS036670*	~IA1113
KS036680*	~JA2986
KS036690	U+20B3F
KS036700*	~JD0364
KS036710*	~FT2920
KS036720	U+20B40
KS036730	U+20B41
KS036740*	~JB2062
KS036750	U+20B42
KS036760	U+20B48
KS036770*	~JA4032
KS036780*	~JA5055
KS036790
KS036800	U+053DC
KS036810	U+053DB
KS036820*	~IP53DC
KS036830*	~JB2063
KS036840	U+20B4A
KS036850	U+20B4B
KS036860	U+20B4C
KS036870	U+20B4D
KS036880	U+20B4E
KS036890	U+20B4F
KS036900*	~JA3241
KS036910*	~HG1640
KS036920
KS036930	U+20B55
KS036940	U+20B57
KS036950	U+20B58
KS036960	U+20B59
KS036970	U+20B5C
KS036980	U+20B5A
KS036990	U+20B5B
KS037000	U+20B5D
KS037010	U+20B63
KS037020	U+20B63
KS037030	U+20B5E
KS037040	U+24510
KS037050	U+20B60
KS037060	U+20B56
KS037070	U+20B66
KS037080	U+20B67
KS037090	U+20B68
KS037100
KS037110	U+20B65
KS037120	U+20B6F
KS037130	U+20B71
KS037140	U+20B72
KS037150	U+20B73
KS037160	U+20B74
KS037170	U+20B75
KS037180	U+20B79
KS037190	U+20B78
KS037200*	~JB2064
KS037210	U+20B70
KS037220	U+20B6F
KS037230*	~IA1114
KS037240	U+20B80
KS037250	U+21A9E
KS037260	U+20B7E
KS037270	U+20B7C
KS037280	U+20B7F
KS037290
KS037300*	~IA1114
KS037310	U+20B83
KS037320	U+20B84
KS037330	U+20B86
KS037340	U+20B8B
KS037350*	~JA1735
KS037360	U+20B89
KS037370	U+20B87
KS037380	U+20B8D
KS037390	U+20B8E
KS037400*	~JA5057
KS037410	U+20B90
KS037420*	~JA3349
KS037430*	~JA5054
KS037440	U+20B91
KS037450	U+20B92
KS037460	U+20B93
KS037470	U+20B95
KS037480	U+20B96
KS037490	U+20B97
KS037500	U+20B98
KS037510*	~JA2493
KS037520	U+20B99
KS037530	U+20B9A
KS037540	U+20B9B
KS037550	U+20B9C
KS037560	U+20B9E
KS037570*	~JA2437
KS037580*	~JA2271
KS037590*	~JB2065
KS037600*	~JB2066
KS037610*	~JA5059S
KS037620*	~JA3501
KS037630*	~JA3494
KS037640	U+053EB[19]
KS037650*	~JA3004
KS037660*	~JA5060S
KS037670*	~JD0365
KS037680*	~JA5058
KS037690*	~JA1836
KS037700*	~JA3470
KS037710*	~JA2824
KS037720*	~JA2743
KS037730*	~JA1706
KS037740*	~JD0366
KS037750*	~IA1115
KS037760*	~JD0367
KS037770*	~JA1980
KS037780*	~JA2570
KS037790*	~JA2742
KS037800	U+20BA0
KS037810	U+20BA1
KS037820	U+20BA2
KS037830	U+20BA3
KS037840	U+20BA4
KS037850	U+20BAA
KS037860*	~IA1116
KS037870*	~IP53F9
KS037880	U+2067C
KS037890*	~JA5061S
KS037900	U+20BA6
KS037910*	~IP53FB
KS037920*	~IP53FC
KS037930	U+20BA5
KS037940*	~HG1629
KS037950	U+053F7
KS037960*	~IP53FF
KS037970	U+20BAB
KS037980	U+20BAC
KS037990*	~IP5400
KS038000*	~JA5062
KS038010	U+20BCA
KS038020	U+20BB1
KS038030	U+20BB2
KS038040*	~JB2068
KS038050*	~JA2141
KS038060*	~JA1938
KS038070*	~IP5405
KS038080*	~IP5406
KS038090	U+20BAD
KS038100*	~IP5407
KS038110*	~JA2571
KS038120*	~IA0168
KS038130*	~JA2140
KS038140*	~JTAEAC
KS038150*	~JA3663
KS038160*	~JA1705
KS038170	U+20BAF
KS038180*	~JA3817
KS038190	U+20BB0
KS038200*	~IA0169
KS038210*	~JA4430
KS038220*	~JA2501
KS038230*	~JA4589
KS038240*	~JA3739
KS038250*	~JA2494
KS038260*	~JC1485
KS038270	U+20BB3
KS038280	U+20BB4
KS038290	U+20BB5
KS038300*	~JB2069
KS038310	U+20BC8
KS038320	U+20BC9
KS038330	U+20BC0
KS038340	U+20BBC
KS038350S	U+20BC3
KS038360	U+20BC2
KS038370	U+20BC4
KS038380*	~IA1117
KS038390*	~IP5414
KS038400	U+20BBD
KS038410	U+05406
KS038420	U+20BC1
KS038430*	~JA2211
KS038440*	~IA0164
KS038450	U+20BB1
KS038460
KS038470*	~IP5418
KS038480	U+20BCB
KS038490*	~IP5419
KS038500*	~JB2070
KS038510*	~JA2315
KS038520*	~IP541C
KS038530*	~IA1118
KS038540*	~IA1119
KS038550*	~JA5071SS
KS038560	U+20BCC
KS038570*	~IP541E
KS038580*	~JA2267
KS038590*	~JA4342
KS038600*	~IA1120
KS038610*	~JB2071
KS038620	U+20BCD
KS038630*	~IP5422
KS038640*	~IP5423
KS038650*	~JD0369
KS038660*	~IP5425
KS038670*	~JA4061
KS038680*	~JC1486
KS038690	U+20BCF
KS038700*	~JD0370
KS038710	U+20BD0
KS038720	U+20BD1
KS038730*	~IA1121
KS038740*	~JA5070SS
KS038750*	~JB2074
KS038760	U+20BD2
KS038770*	~JA2062
KS038780	U+20BD3
KS038790*	~JA5065
KS038800*	~JA5066
KS038810	U+20BD4
KS038820	U+20BD5
KS038830*	~JA5068
KS038840*	~JB2075
KS038850	U+20BD6
KS038860*	~IA1122
KS038870*	~IP5430
KS038880*	~JD0371S
KS038890*	~JB2076
KS038900*	~JTAEAF
KS038910*	~IP5432
KS038920*	~JT5433
KS038930*	~JA2466
KS038940*	~JB2077
KS038950	U+20BF5
KS038960*	~JB2078
KS038970*	~IA0170
KS038980*	~JA5069
KS038990*	~IP5437
KS039000*	~JTAEB2
KS039010*	~JA2159
KS039020*	~JA3165
KS039030*	~IP543A
KS039040*	~JA4213
KS039050	U+20BF3
KS039060*	~JA5067
KS039070*	~JA5063
KS039080*	~JA2467
KS039090*	~IA1124
KS039100*	~IP543F
KS039110*	~JA2580
KS039120	U+20BD7
KS039130*	~JA5064
KS039140*	~IP5441
KS039150	U+0549E
KS039160*	~JA4704
KS039170*	~JD0372
KS039180	U+20BD8
KS039190*	~JB2080
KS039200*	~IA1125
KS039210*	~IP5445SS
KS039220	U+20BD9
KS039230	U+20BEC
KS039240	U+20BDA
KS039250*	~JA4282
KS039260	U+20BDB
KS039270*	~IA1126
KS039280	U+20BDC
KS039290	U+20BDD
KS039300*	~JB2081
KS039310*	~JA3672
KS039320	U+20BDE
KS039330*	~IA1127
KS039340*	~IP544B
KS039350	U+20C05
KS039360	U+20BF6
KS039370	U+20BF7
KS039380	U+20BEA
KS039390*	~IA1128
KS039400*	~IA0171
KS039410	U+20BED
KS039420	U+20BF1
KS039430	U+20BEB
KS039440	U+20BF4
KS039450	U+20BF2
KS039460	U+20BF0
KS039470	U+20C3C
KS039480*	~IP544C
KS039490	U+20BEE
KS039500	U+03576
KS039510*	~JC1487
KS039520*	~JA5072
KS039530*	~JB2083
KS039540*	~JA3861
KS039550	U+0545A
KS039560	U+20BE6
KS039570	U+20C04
KS039580*	~JD0368
KS039590*	~JTAEB0
KS039600
KS039610	U+05455[19]
KS039620*	~IP545D
KS039630*	~JB2084
KS039640*	~JA5076
KS039650*	~IP5460
KS039660*	~IP5461
KS039670*	~JD0373
KS039680	U+20C08
KS039690*	~JT5463
KS039700*	~JB2086
KS039710*	~IP5465
KS039720*	~IA1130
KS039730*	~JD0374
KS039740*	~JB2088
KS039750	U+20C09
KS039760	U+20C0A
KS039770*	~JTAEBAS
KS039780*	~JA2894
KS039790*	~JB2089
KS039800*	~JA2886
KS039810*	~JA5080
KS039820	U+20C0B
KS039830*	~JC1489
KS039840*	~JD0375
KS039850	U+20C1D
KS039860*	~JB2091
KS039870*	~JB2092
KS039880*	~IP546F
KS039890*	~JA5079
KS039900*	~IP5472
KS039910	U+20C0C
KS039920*	~JA4403
KS039930*	~JC1490
KS039940*	~IA0173
KS039950*	~JA5074
KS039960*	~JA5083
KS039970*	~JA5078
KS039980*	~IP5478
KS039990	U+20C0D
KS040000	U+20C0E
KS040010*	~IP5479
KS040020*	~IP547A
KS040030*	~IA1131
KS040040	U+20C0F
KS040050	U+20C10
KS040060*	~JA5081
KS040070*	~JA2438
KS040080	U+20C11
KS040090*	~JA4431
KS040100*	~IP547E
KS040110*	~JC1491
KS040120*	~JA5082
KS040130*	~JB2101
KS040140*	~IP5482
KS040150*	~JB2102
KS040160*	~JA5084
KS040170	U+20C12
KS040180*	~IA1132
KS040190*	~JB2103
KS040200*	~JA5086
KS040210*	~IP5487
KS040220*	~JC1492
KS040230*	~JB2105
KS040240*	~JA2680
KS040250*	~JD0376
KS040260*	~JA4734
KS040270	U+20C13
KS040280*	~JD0377
KS040290*	~JA5075
KS040300*	~JA5073
KS040310*	~IA1133
KS040320	U+20C14
KS040330*	~JA5085
KS040340	U+20C15
KS040350	U+20C16
KS040360	U+20C17
KS040370	U+20C18
KS040380	U+20C19
KS040390*	~JB2107
KS040400	U+20C1A
KS040410	U+20C1B
KS040420	U+20C1C
KS040430	U+20C1E
KS040440	U+20C06
KS040450	U+20C21
KS040460	U+20C4E
KS040470*	~IP5493
KS040480	U+20C3D
KS040490	U+20C3E
KS040500	U+20C40
KS040510	U+20C3A
KS040520*	~IP5494
KS040530	U+20C32
KS040540*	~IA0174
KS040550	U+20C36
KS040560*	~JD0378
KS040570*	~JC1493
KS040580	U+20C38
KS040590*	~JC1488
KS040600*	~JB2128S
KS040610	U+0548E
KS040620*	~IB0630
KS040630	U+05471[19]
KS040640
KS040650
KS040660	U+0542B
KS040670*	~IP549E
KS040680*	~JB2111
KS040690*	~JD0379
KS040700*	~JA5088
KS040710*	~IP54A3
KS040720	U+20C50
KS040730	U+20C51
KS040740*	~JA5103
KS040750*	~JA5090
KS040760*	~JD0380
KS040770*	~JB2114
KS040780*	~IA1134
KS040790*	~JA5094
KS040800*	~IA1135
KS040810*	~JC1501
KS040820*	~JB2116
KS040830*	~JA5101
KS040840*	~FT2109
KS040850*	~JD0381
KS040860*	~JD0382
KS040870	U+20C52
KS040880*	~IA1136
KS040890	U+20C53
KS040900	U+20C54
KS040910*	~JA5130
KS040920*	~IP54B0
KS040930*	~JB2119
KS040940*	~IA1137
KS040950*	~JTAEC5
KS040960*	~JA1917
KS040970*	~IP54B4
KS040980*	~IP54B5
KS040990*	~IP54B6
KS041000*	~JD0383
KS041010	U+20C55
KS041020	U+20C56
KS041030	U+20C57
KS041040*	~JA5089
KS041050*	~JB2121
KS041060	U+20C58
KS041070*	~IA1138
KS041080	U+20C59
KS041090	U+20C5A
KS041100*	~JD0384
KS041110*	~JB2123
KS041120	U+20C5B
KS041130	U+20C5C
KS041140*	~JA5105
KS041150	U+20C5D
KS041160	U+20C5E
KS041170	U+20C5F
KS041180*	~JA1686
KS041190*	~JA5104
KS041200*	~JD0385
KS041210*	~JA1605
KS041220*	~JA4142
KS041230	U+20C60
KS041240*	~JA5102
KS041250*	~IA1139
KS041260*	~JD0386
KS041270*	~IA1140
KS041280	U+20C61
KS041290*	~JA5092
KS041300*	~IP54C5
KS041310*	~JC1502
KS041320	U+20C62
KS041330	U+20C63
KS041340*	~JA5087
KS041350*	~JA5093
KS041360	U+20C64
KS041370*	~JA2640
KS041380*	~JB2126
KS041390	U+20C65
KS041400*	~IA1141
KS041410	U+20C67
KS041420	U+20C68
KS041430	U+20C97
KS041440	U+20C6B
KS041450	U+20C6C
KS041460	U+20C69
KS041470	U+20C6D
KS041480	U+20C70
KS041490	U+20C6E
KS041500	U+20C6F
KS041510	U+20C71
KS041520	U+20C72
KS041530	U+20C73
KS041540	U+20C74
KS041550	U+20CA9
KS041560	U+20CAA
KS041570	U+20C99
KS041580	U+20C9A
KS041590*	~IP54CB
KS041600	U+20037
KS041610	U+20039
KS041620	U+20C8E
KS041630	U+20C91
KS041640	U+20C8C
KS041650*	~JB2127
KS041660	U+054CE
KS041670*	~IP54CF
KS041680	U+20C8B
KS041690	U+20C93
KS041700*	~JA2673
KS041710*	~JA5106
KS041720	JK-65061
KS041730*	~JA5077S
KS041740*	~JC1494
KS041750	U+054A2
KS041760	U+054B5
KS041770	U+054BC
KS041780	U+054BC
KS041790
KS041800
KS041810
KS041820*	~JB2129
KS041830*	~IA1142
KS041840	U+20CAD
KS041850*	~JA1687
KS041860	U+20CAE
KS041870*	~JA5115
KS041880	U+20CAF
KS041890	U+20CB0
KS041900*	~IP54E3
KS041910*	~IA1143
KS041920*	~IP54E4
KS041930*	~JA5107
KS041940*	~JA5108
KS041950	U+20CB1
KS041960	U+20CB2
KS041970*	~IP54E7
KS041980*	~FT1824
KS041990*	~IA1144
KS042000*	~IA1145
KS042010*	~JA4373
KS042020	U+20CB3
KS042030*	~JB2130
KS042040*	~IP54EB
KS042050	U+20CB5
KS042060	U+20CB6
KS042070	U+20CB7
KS042080*	~JD0388
KS042090*	~JA5113
KS042100*	~JA5112
KS042110	U+20CB8
KS042120*	~JD0389
KS042130*	~IP54F0
KS042140	U+20CB9
KS042150*	~JD0390
KS042160	U+20CBA
KS042170	U+20CBB
KS042180*	~JA3715
KS042190*	~JD0391
KS042200	U+20CBC
KS042210*	~IP54F4
KS042220*	~IP54F5
KS042230*	~JB2133
KS042240*	~IP54F7
KS042250*	~IP54F8
KS042260*	~IP54F9
KS042270*	~JA5114
KS042280*	~IA1146
KS042290*	~IP54FB
KS042300*	~JB2134
KS042310*	~FT2110
KS042320	U+20CBD
KS042330	U+20CBE
KS042340*	~IA1147
KS042350*	~JB2135
KS042360*	~JC1503
KS042370*	~IA1148
KS042380*	~IA0175
KS042390	U+20CBF
KS042400*	~JD0392
KS042410*	~JD0393
KS042420	U+20CC0
KS042430*	~IP5502
KS042440*	~IP5503
KS042450*	~JA1720
KS042460*	~JB2139
KS042470	U+05506[19]
KS042480*	~JA3116
KS042490	U+20CC2
KS042500*	~JB2140
KS042510*	~JD0394
KS042520*	~IP550A
KS042530*	~JB2142S
KS042540*	~JB2143
KS042550*	~JC1504
KS042560*	~JA5109S
KS042570	U+20CC3
KS042580*	~JTAEC7
KS042590*	~JA3766
KS042600	U+20CC4
KS042610	U+20CC5
KS042620	U+20CC6
KS042630	U+20CC7
KS042640	U+20CC8
KS042650	U+20CC9
KS042660*	~IP5511
KS042670	U+20CCA
KS042680	U+20CCB
KS042690	U+20CCC
KS042700	U+20CCD
KS042710	U+20CCE
KS042720	U+20D21
KS042730*	~IA1149
KS042740	U+20D22
KS042750	U+20D23
KS042760*	~IP5512
KS042770*	~IP5513
KS042780	U+03598
KS042790	U+20CF0
KS042800	U+20D03
KS042810	U+20CFB
KS042820	U+20CF7
KS042830	U+20D04
KS042840	U+20D00
KS042850	U+20CEF
KS042860	U+20CF8
KS042870	U+20CF1
KS042880	U+20CEC
KS042890	U+20CFA
KS042900*	~JA5110
KS042910*	~JB2145
KS042920*	~JA1602
KS042930*	~IP5517
KS042940*	~IP5518
KS042950*	~IP5519
KS042960*	~IP551A
KS042970	U+20CF9
KS042980*	~JA3479
KS042990*	~JA3005
KS043000*	~JA2622
KS043010*	~JA5126
KS043020	U+2A845[U]
KS043030	U+20CB4
KS043040*	~IP550B
KS043050
KS043060
KS043070	U+20C50
KS043080	U+20D27
KS043090	U+20D28
KS043100*	~IA1150
KS043110*	~IP5529
KS043120*	~JB2146
KS043130*	~JC1505
KS043140*	~IP552C
KS043150*	~IA1151
KS043160*	~IP552D
KS043170	U+20D29
KS043180*	~JA5120
KS043190*	~JA4503
KS043200*	~IP5530
KS043210	U+20D2A
KS043220	U+20D2B
KS043230*	~JA3007
KS043240*	~JB2148
KS043250*	~JTAED3
KS043260	U+20D2C
KS043270*	~IP5534
KS043280*	~JC1506
KS043290*	~JB2150
KS043300*	~IP5537
KS043310*	~JA5125
KS043320*	~IA0176
KS043330*	~IP553A
KS043340*	~IA1153
KS043350*	~JB2151
KS043360*	~JD0401
KS043370	U+20D2D
KS043380*	~JB2153
KS043390	U+20D2E
KS043400*	~IA1154
KS043410*	~JA3435
KS043420	U+20D2F
KS043430	U+20D30
KS043440*	~IP553F
KS043450*	~JA5117
KS043460*	~JD0402
KS043470	U+20D31
KS043480*	~IA1155
KS043490*	~IP5542
KS043500	U+20D32
KS043510	U+20D33
KS043520	U+20D34
KS043530*	~JD0403
KS043540*	~IP5543
KS043550	U+20D35
KS043560	U+20D36
KS043570*	~JA5122
KS043580*	~JA3006
KS043590*	~JD0404
KS043600*	~IP5548
KS043610*	~JB2156
KS043620	U+20D42
KS043630*	~JD0405
KS043640*	~IP554B
KS043650*	~JA5119
KS043660*	~IA1157
KS043670*	~JB2158
KS043680*	~IP554E
KS043690*	~JA4468
KS043700	U+20D37
KS043710*	~JC1507
KS043720*	~JD0406
KS043730*	~JB2160
KS043740*	~IP5552
KS043750*	~JTAECE
KS043760*	~IP555F
KS043770*	~IP5554
KS043780*	~IP5555
KS043790*	~JA5123
KS043800*	~JA5124
KS043810*	~JB2161
KS043820	U+20D38
KS043830*	~IP5559
KS043840*	~JB2162
KS043850*	~JB2163
KS043860	U+20D39
KS043870*	~JA5121
KS043880*	~IA1159
KS043890*	~JC1508
KS043900*	~IA1160
KS043910	U+20D3A
KS043920	U+20D3B
KS043930	U+20D3C
KS043940	U+20D3D
KS043950	U+20D3E
KS043960	U+20D3F
KS043970	U+20D40
KS043980	U+20D41
KS043990	U+20D43
KS044000	U+20DA7
KS044010	U+20DB5
KS044020	U+20DA8
KS044030	U+20DA9
KS044040	U+20DAA
KS044050	U+20DAB
KS044060	U+20DAC
KS044070	U+20DAD
KS044080	U+20DB0
KS044090	U+20DB1
KS044100	U+20DB2
KS044110	U+20DB3
KS044120	U+20DB4
KS044130	U+20D51
KS044140	U+20D74
KS044150	U+20D62
KS044160	U+20D6C
KS044170	U+20D60
KS044180*	~IA0177
KS044190	U+20D71
KS044200	U+20D75
KS044210	U+20D6E
KS044220	U+20D61
KS044230	U+20D78
KS044240	U+20D70
KS044250	U+20D72
KS044260	U+20D73
KS044270*	~JD0407
KS044280*	~JD0408
KS044290*	~IP5562
KS044300*	~JA5118
KS044310	U+20D77
KS044320*	~JD0409
KS044330	U+20D4A
KS044340*	~IP5565
KS044350*	~JB2168
KS044360	U+20D79
KS044370	U+20D52
KS044380	U+20D65
KS044390	U+20D6A
KS044400	U+20D53
KS044410*	~JA5116S
KS044420*	~JA2328
KS044430*	~JB2175
KS044440*	~JA1969
KS044450	JK-65064
KS044460	JK-65065
KS044470	U+20D45[19]
KS044480*	~JTAED2
KS044490*	~JTAEDB
KS044500*	~JTAED0
KS044510S	U+05547
